p1,p2,p3,n_pois,business_ids
84,65,47,2,x4XdNhp0Xn8lOivzc77J-g|2XYPFRm7teCUr3eGsB2-qw
48,82,11,2,pWrNA2aPtvJEDMX48DN73w|WHmi0jNP3cIdiYU1QzgoSA
119,59,11,2,ndMOmhouCl-05u3xGbnQCg|HuBymwHmGZWtLBC0wBf1Sw
101,50,69,2,1Taf2sqGwRY3iEPqPcd6nA|R0uH4WFjZZbjSt7tqwXIqg
77,3,10,2,4hH1lt7mHPbl4r2O7LH6nA|-FMI0_EhMjwXaAgHVGuG2Q
84,84,47,2,MdqvcsCUSig-0ga4ioxn7g|wOT99C7ZqRf8SIfd5sRVlQ
90,59,43,2,yVuuGjZOfbU9xl-m5JEF5g|CIJd2qSnGAx_E18yL8L1XQ
14,112,107,2,8W4w1sXXDER5ujjE-cuOFg|8Xk9nyQkaLZyWJcZrwX2uA
19,29,51,2,e-0x8xq9t-XirM6CnEYlLA|_-8TAMmIbDGkZCXAqSkFMg
112,77,86,2,OaouOUsa7Rl9oZ9jjnDE4g|tH3T3QZ43l3OPZrzlhsGjQ
96,97,78,2,sMMkN5m-7C_gF7wGOZn2bg|oJT6XYpcAL9tHdw6LNoh6A
84,104,88,2,E_h2yNoagLK-3ODYwMPErw|KYPhGJIibu_7ePIX4HNs6A
48,113,4,2,PtbIGfw7zq2yJgE2oy4sDg|HB2_WEzJBbJPdFXyg4WxKw
88,38,27,2,cdZf-iYQRy5D18gTM95aew|9FYoGKO-d6LEgQzs-gVawA
44,114,70,2,OFzOce5dfz1BgayT33KtjA|xy5pxA21srA9BLQII5mlqg
98,108,11,2,rhPJ_wHCc0aah2EmbAVmPQ|6gzMfzpeUaxHcUr9vY_krg
41,77,16,2,cQinLnaT-McXMUKRxq5_UA|ev7LCzblmrFqBZVUzWwh2w
80,23,33,2,y7-mV7j3a3Ohm1DbthNIKg|T9_hdilRHJEoyUE0LPPH7w
108,76,68,2,vgrHCIa7qF_-lj7aoVj3fQ|DdJybF-pDd47ibomniz7Cg
102,7,44,2,LIHDIAocngz5Loe04eQ_oA|WsMl24qIbIJAZ9rBPrLp4A
26,104,110,2,8CJZKbxpCaDmNkzaKbiD4w|iGBNtwOI_v23D61f2R7e-w
115,30,126,2,S5K9h-659nWQQrZa7REwjg|7TghyH2INLsCsU921srcPg
52,45,106,2,fGXhWKQV5YwjIjgP-DBNBw|pDurCski6kcl8mcXmpcKKw
45,11,33,2,9xGvjgtCudY3w17v9vs1lA|bguzzvkFJ2gPGvtvXwfPCQ
67,95,62,2,MKHJy86fkFnMAhZac6wuLw|zp_geqcp-5eEZ0R1s4mzYg
77,60,43,2,Nd_3fSvYDCjM8YJdBx4Y9w|jdaKKqnbO5_eaucmUc0lHQ
7,84,125,2,WDXC3W5lDt2pK2qvw6ds3Q|69k7MF2-nXq-tNNHrJYONw
39,115,75,2,4KbpvwrCVjL8t1g_pOUndQ|gIN5c4N2flPn0GrMYxKGVw
118,108,57,2,wATz5hBUiCzJpEil-TIVdw|a38vrIyvCWHQUnv2_XSffA
90,47,17,2,dYgBnmdu_GJQXcUbFX-log|KwgYrGC62jTgXyV3_-Yktg
126,81,91,2,LIJyqIH7qr3IwQ9FXwl4FQ|cNbFLxDe-wAsIboUCbtCdQ
32,88,48,2,oPN5j1BNvFFM13AvFSBXjg|K1h9s1n2679DxUM2cuMZXA
104,88,88,2,fgCDIVM8-PLgJuhxePt2MQ|8Wqjjtq9PAK7EulkmjJtDA
48,84,17,2,3DDRYqCzc3Yhh7WOpNh7tg|PIDDKHCx_cF-13w9Wi9-2g
0,52,117,2,JhIe5yyuDaNM-MJhmDGWaA|AnZPS4hUH1TzPrrEhIjJcA
38,55,28,2,HThZ53HBR4UktXa2TyCaaQ|KX5d1B2_YDOESqXb9K2Xvw
63,90,53,2,m3KWIfQQFGcWdX1fyy51Bw|uk-sMO4ndYc47nYDzNLaxg
123,64,4,2,tAdk9jHtoWjOL6CFmX6nCg|rskpT6uTFJvcFhRJ2tEBwQ
62,104,104,2,oOtpCuVGoUIgrr31tN-8vg|ZNlTghz93wixdR-ixvXyAQ
111,73,61,2,RIKQTbjFnvHkE78L7aVyCA|4D-GG9h3jv1FJ3DJtHkzKg
39,52,75,2,IfKX-mwFxSR8j08e2vbh2w|1uXpXzweYM-zOm_Ftmf6uQ
0,114,51,2,q16UE_FA0cC2aSTfm3AlJA|QUSctIF_D2yv_NJeokhXFw
8,42,91,2,pAPDZLeZrgbgXdGPL7txUg|JgZAaY3VzFZRivp5bAs0Yw
98,86,106,2,tk48cRdtqhRAnviZMae25w|C5GopAoN0I65hZMELYyvyg
22,18,118,2,AcvTfzjZ7Kw42HF5ew-Bpg|dfP7vEVqcgFWmObIInwFzA
44,123,66,2,FjlsbWYN28Uk-v5pjb5pWg|Yn9hrBk1oNF-kszkMATFbw
82,69,37,2,_VQbAFHvYi50fJbfxlY6Yw|aZd_dnnfvGdujkgWPai8tQ
126,38,98,2,nruMoZnp3NfbDdBgbtS3LQ|0uA9clCuIDD7dMIbTT1Rdw
64,9,10,2,nxV0qNngBHkOBm3rer9E-w|NBQzJp3rCC9fefYrAOxPPQ
28,72,62,2,iG784T4ALySu25M0x-9rzA|O_kAd89gPls-dXda40NWzA
9,55,24,2,IMhzidMMWhrzvHZYyqxVkw|j2KaVn7nl36MqqXwvVGOGA
105,55,66,2,qe1SaUJiRt3a8mxpvbsj8w|YC_zSOWxbHOs7rJDZzYP9Q
14,76,75,2,m1ohyfs8gcS9X-ZQ3Coj2Q|pMVwbcizWcE7lbrzqENxhg
110,55,67,2,NhMb0xQoguFv012j1WY5Lg|H93qzg4bPSzdyjOvkK1buQ
42,42,59,2,_LZ-2eOjqDZdr5StL4wbxA|ll8teHr3gxgNtbOnWbTTYA
5,105,74,2,Sk4tIPYZfke0MBxTbkDlrw|eYs-5C1Se3x8gpbpxIoupA
46,20,70,2,PHyXrC_xG4wXCNmx1ACfmw|CaBSBiMJvmLOQZY4109SWw
124,98,95,2,fQbT2skNJPvNDIhLHmcYKA|oxG-QAwONJXWNTvjeqOi3g
33,33,10,2,Jci_xPpsvVqhBNJ9oHA31Q|6ChTExC0JUiXHOM8oe13Zg
30,7,75,2,0lFkJT6DqT3eMnpW9gP_bw|BsHE4GjG--eJeF4dcIsLGg
55,113,69,2,9-W8_gKJ-tRPr52TFKFNWg|u5RCQuZa_-deZvcWnioecw
77,98,2,2,c7TanwrkujM7GAE43H4kwg|mciSzNKFRZ3HGgeSDuwUcw
109,84,46,2,nHJZqyBE33qSQDft0Sk_XQ|42iv8H7NqN1f9fSz_NPf4g
104,29,23,2,9cYRaymW7LV8oJKdtYn8Rw|JCFoc-tILAHIf-zqSatBdA
86,108,53,2,umJ_8WAF1dsDrdjQ9eAQfw|n97hN9132VDm9lb77-Vihg
108,97,14,2,u6kAbuwy5tpnN_28z93cfg|92kJ78GyPmQwk72J5m6skA
38,69,106,2,xYOETY4C57qgs0ldtDYX_Q|p4cIEx3GrI4R1OYbMjiGBg
98,90,68,2,ERyRonqEDgNTHlE8yTMGIQ|KVJlTdRTH0VVMA4j0FUxhw
1,104,43,2,ZPr1YaGXafGztJbU6cauiA|Y0noTXR3jgtEXBCmI0jdWg
39,20,83,2,fzNz9cPexB7PuhUGwygbPQ|MrB-sRpmzD90ir3CMRlUUw
97,77,91,2,NDKoD-b48PKbuDjAYVzGqQ|YWMoSqdn-Z_MONjvWVOeWQ
119,32,92,2,jpqSJnoaIOggsFHV8bOXyw|bdK9U7Reqw1jxMWArT2HGg
108,102,68,2,8ljtB0A_-D7-36jP9Ai37A|KoqIkRQcDe0Q795RprYUJw
22,46,59,2,Zqp948S83NutlJxDfd1VjA|bgE_-PKpu1BmY6pYe4GvBQ
53,11,126,2,DF71pTLlWXUDOTznelq9lA|SWNa6zPTOSXqMDos2_5-pg
82,59,70,2,WgeYi9l62t-6-LnB2I03og|cAyT0L9h33zPnAgRnLK5Eg
75,71,61,2,QBxmPbJcofPo1DTRb85lnA|a3DHrnqTm80YT3ffWKleDQ
122,103,82,2,FPJhjKQiyvLoWkEjXbnzUw|NBBZOVFEAAxw7xDFOqsUCw
35,59,34,2,AaPIKS0VJ6BMfteNka0drA|ftZogCouacvpqhTgYLjNdg
67,75,59,2,lhsWv1fxNytmAyuSBh93pg|hVMCo8daSsRGdWaLCym2Ag
125,101,27,2,TuLKUXkCvPYCbmJRzzh7Aw|uXm5Kp9tvPl8PGxg-C2ANA
125,77,4,2,N3rj63i20ENozejfnSXeyw|pmuErkYawbYttiGdmuzxTQ
80,90,33,2,jPBfwWdCdkObSJHMPm_xJw|J7oMBdDypJ3lc738Luxpqw
56,86,13,2,b6hV7LXWQawY6OF7Dgmf_g|P9X2j6pq-LBki9AMB0aIpA
4,9,113,2,7vO6HnLULqfvnirO9KeABQ|1fYDqAf9z66U_dpxbLz3qQ
67,64,59,2,eobJDHEOgJm4SsuEjyo3tA|ukIucSuUrteoRSUFPxtPNA
32,125,101,2,_NE7equAM7Pke_fNqySumw|vgNNwYjdZ_waBvgUcwtefA
98,97,11,2,6Qec8Eb45V_7nXs9Gpvz4Q|g5KNDDsrivb4HUPrVsdkyg
11,7,48,2,FrqRU6Hd7ej8z9XsX9kWPw|wtBnhvQdCsiqwUFW84qfdw
22,82,62,2,DvFd-agmSZZZ6f-Yb9jmtA|dKH55jwXOeZGGNfLdLct2A
119,38,34,2,KaqBbo7wzsUH4wCGzAsP_g|EMviUh7Lud2nqnarrqi_tQ
68,124,106,2,E_WLgiNMLk1dH7QYd_grmg|f4d3IOHDiGQHMACtyVOtbg
61,35,27,2,yBLLLb6mD4fI50ew95xP0A|2_SVb2H-3fROJbj_-Shwmg
118,102,43,2,Az1Xl-Wz_VXgswIW4OyAGQ|_b7pdDeje26p1fH8OL844Q
30,56,43,2,zYty3y2eQZQfdCSzyUUbzw|cziEyRESjkLkm4VKn3hCzQ
69,43,125,2,gK9CdFaCXmHoW8aLfXiSqg|2uWtuSX33e2fKGQvpS6b7Q
22,66,23,2,wWLic8cT6apGZWK8wWWSQQ|4tROg_S6JJoXY0g24_pjNA
57,81,80,2,tfcEEWKTZkc7WoK9QuAzEQ|mkMFBgmA2oECdpxwXi9ZwA
71,114,89,2,tngXF4K4cojGHn-4PUpBLQ|oHxmQ83FfYbxA_AA72aYgg
99,43,75,2,c-jQ_--GMT_SvyjclyYqMg|vhDWGF-8BfsxvS7Zo5Wv2w
92,96,41,2,MYr8MhOIAt1Ws7q0nZiE7Q|qQm87XmomCWkVYYu7Eeu9g
34,4,11,2,wWAm80RMprporgLGK1OaCg|X9iI5xlG6DDwwXESWgD9RQ
78,76,11,2,S6AP1meHAC0RxJXW26fq1g|dBwviTXYx-BWhbywu9d3Zg
117,88,123,2,fUPT-1LNMCJeZRrQWy67lg|sNsTaKQVajoHTltd_HK-_Q
29,66,28,2,o3aem7ZeTWc2QFemdOTMKA|Xl1hLh1RSzXiFF0PnQ8sIA
25,123,34,2,qMpMsvarMdzYw7FRjKRy5g|Qcw0T-PNa5Cggkf7W0URyQ
93,125,48,2,AyfqGVHcXA4CykhAI7CqbQ|SZp6c_NODTnFYr8kMzmKSw
118,19,43,2,vRpLLFKEy6MDkNxZ82Zr3Q|VFV5wnidsMAqBufRjQN5Vw
4,30,48,2,vsDfQWdbCdLENyK2FsseJA|8JIiAZq2BrIE6LSSGz-8uw
63,64,118,2,JYtIox6QdjSHOE-9jc1fGQ|ptDTeruQqgibl8Q3dLUS3g
54,118,74,2,HiBRBBTyiJU7qDcxW5mRXg|ePIFqXd6lwSLqAC3uP0P3A
78,31,59,2,zwWgOoaLY-RnFgNVuMc7GA|8P2RT_hvyOO-q40ib4Dipg
101,2,69,2,SuCXzr6g7vQrUvwGdvKLXw|NSwxXIUbfaQ9aV1PY1ED5w
125,127,4,2,Ql466RUZPLvKo_Cc9kIWzQ|Zxr0o83EgGQcf6wnS7dUXw
60,55,87,2,v7YRuZlPMwbi82q5I15few|l-LfqtfzzkNVDIFPJwuIYw
97,115,18,2,V7TaLZ5EB94hqRIZ1_xjGQ|0OsR9lO16jxa0xWUY57s9g
46,54,11,2,dVIdm7oKOlTs_1nh8w3yOA|P8gAhT-GHkmoDIBvMwrv8Q
116,29,28,2,OYa2asTWRXT5YbLfUH8bkw|zs0F0S7-cyBez0LDA-Hn5w
84,70,98,2,BQB4dDyU-jSJUUyv50f8gQ|gSxm073P3FL2eQDr8uZBqg
35,19,53,2,cXaZ8BpkAKIS0M6OXmWLWA|wyDWf4-YO_CMgW3XiMMM4g
69,18,88,2,A0ynYx0BlHr5wiUJKhQFjw|bYN_vWOG7KzQ_Ey2U2VxSA
116,121,118,2,xD1AqpEzMF2jUjnQhKYFmw|muSXT_Kljjt2tqcHmctFYg
92,106,126,2,2lKwvLM4ENjSqIUpVgvb2A|s_eN1cM3xNRUi5t-aXV4vg
44,96,63,2,N2Wq9Xd5JUIj1gQwWPSGOw|LQR2MrrRBoQxqlmKh-x8XQ
120,71,86,2,wjJrJVwePmxPx759p3OAjQ|cXwuokJlPSZsZ3SRKKnGJQ
42,85,4,2,BZU9iLoVPeBzUlp1s8756A|TZtgKWH9dNRc8aP7D1IBIg
113,55,102,2,rBYdQSdDQFUH3WECNG64hQ|0N-mSuIE5ToXskl85W10AA
101,30,87,2,reEclSKK_RR3W4EFPOzhig|Y6USo88s9jY-dnjk_U5ybw
70,44,113,2,AblFggRhob4ZMUK1JP1s2A|SblJEcB2mONzM_lmbVhU3Q
125,114,106,2,FgfP6qXJdYWRexe4ciWHgw|8LnbTdnHn8See0nS9rfPvw
104,70,34,2,sIh4ANRQB3HKiwzE9R157w|JSjKDbPTsv4mWd3P5nRkfw
125,114,89,2,HFuAKE0uZ-frIMjroeA-cA|QhgrhVKlXZtSY6gRThf8zA
63,9,118,2,CTCYk-k84VA5vCkRgv03Dg|TlHP5KvQR4krBLI_30dlRA
122,14,92,2,-RzbRfPnKcwTixtokN-p6A|VjDJV7FrrgRnOauV86NTYw
69,52,89,2,u4SoM_ljOMxmuQ8GIr1m8A|c_p9KCbJ7uiWpIWahLmABQ
79,90,91,2,I3Mzzi5jLiy56ameiG-FIg|qCA5c4RsKrT90NYSUlidDw
51,57,75,2,0vtz6VL0Ipfg4eEED7NgWQ|XHKo5ix8fn3gg-OmuunNsg
103,108,66,2,5_sby6qh9I6rwnSuoURSaQ|6xpNLu1Ln4VM9c3tRpL3Zg
35,1,34,2,eW-x-E1rmHeDxgymj2j2Kw|yAXiqUXVDdzWAXMFAobuCQ
75,82,70,2,FGd8MNC_IArIpxeXe_5u8w|uKEZQ_j3B8kMd-ThoGZDYQ
57,9,91,2,t1H2xPVsbTRu48bZ5TgItw|37l4y0WSYlDIzUC84Dgazg
40,85,77,2,_6SXM4fJM7DtMy-ySEYlmg|JkdhWgXbRhBCiafVWbSPgQ
77,104,59,2,eC-Ytr6MQK3acwpySvCmyQ|1TMkNxmaJuMCZh1osxizPA
67,81,106,2,YprmYrCzpRHeVV0rAMXk2Q|L-Ts61WIQZP_bEqzYmpLrQ
69,52,4,2,AAIiCIA1KeLk_XPq8jmf6g|mVV95BIwhFOa7TNH9pVMGA
11,60,113,2,GOkJp8PhTSKioMSnfiTWkQ|EeZhE8NMNEHDhbhUPlqH9g
26,3,126,2,eQIyzHeRQQYc55Oihq5YPw|A9TVm5p9CxsXlwMImMUelw
90,54,80,2,N2lgdTKfgTdpNv_hLr8ARw|JLpGatV1eF_L8OA6yy0eIA
57,75,4,2,IpE--HksIVb4_VboN1b3nQ|oDUOu3W3pO2PG4QzzlxUfg
36,120,21,2,T8gJyppKf9GWogFTkead-A|-Gy7yBHvRZK64jNxYYJWWA
42,49,38,2,kPZBRjayQtoJ5Hbzd7HV4w|grrvhDzHz6qdMayLVgSkrQ
70,86,53,2,BCm21evFGTEW8NucUsUxBw|v-B8OWDce5GTMHHomYUitg
124,7,106,2,i9rqSiwl3EAXWU9XA1YyOw|8bXN8rouWRTKxvfuHNDRBw
107,54,73,2,o_N7HiU3f6cVvrJAFrE43A|EnXcMavajj6xV0K67NKSeQ
5,71,92,2,VAlhQ99ggc2JGmFKWg0H_Q|jN8HdRhs-sR-TpDpkCXbHQ
56,53,86,2,b2cW30_3ZVMwe49VfaXPWA|mCTnBx-XlwW955MwZJCogQ
9,86,24,2,ew59ubIO3CPQ7UqJMfm5zA|Dzm6l1_SpKYp9O1um4qqeA
104,114,89,2,bn2jWrB_aXdQP4YoyUVVIQ|JDv3h1xRFIW8fXckqgTdRg
121,94,101,2,7kC44AcEvJRAaDPhQNQ-6A|2HLZfbL-6lcr9jhriW6GeA
60,97,78,2,Rbwv4oJx5i9ldnsMkwCBiQ|I3fp0l4Qkvhkiu6lkVYcdA
40,103,4,2,eePWVoCggP3xfpU1WKsguw|I7rg5l148_dRkvsxfGbpxA
41,40,4,2,pm8E0D_NXD7OEMIq8P3YNQ|CDdffMTbchbfgutMBAZrdw
95,45,97,2,E-DcL1u330qwvoxXhipmUQ|xdqIB-PWPv6JUhrGHyKdOg
15,119,97,2,MM_v-KIUJiXLCxnkIqPKWA|rQKL-bO8Xup4gCPcj_oz6w
122,124,20,2,pQcFNupqOWegs3Fqf93z8Q|s8Jjhxw1Ih7nd7U7L_d-Iw
94,56,108,2,pHvMKIwWD4d8Nz6OPzMvzA|pvIYKxKojjAoTH3yCethdQ
115,96,110,2,VAVRBQwUEmSloXxfKo-ZmA|YjW9E8SRBNNxdEdWf4ZjgQ
119,30,69,2,cqXafPAo37uTuBz9_G00lw|0CMLdEd7i9iqg7LyQxd43w
88,33,56,2,YHhdddL6_JPz-J_5UuvVNA|MuvP9snIe4u6rWmEbI8ObA
101,2,1,2,4x6XkcuyzFHjlV7I7wqF0w|rz1sOseKsNhq5Sbpb6Kzbw
53,96,110,2,fDDi5L0gXLrvHAX2HDFiDw|7U4j_CQ7SkRf6VjYKTPqsQ
84,20,88,2,OmZZS72yQcPyqEDPCA3EVA|uf4gH2bLBox8bCHw30kJxQ
51,104,95,2,jLoQf_d2DmBGTlccjkpEIA|G21MuD1q2SAdZLjTxxPMGw
14,29,91,2,yzQVHL2o2lTX6EwF0iSqTQ|eFkCmMnax5xTtgBrbN5mcQ
38,4,124,2,k2OIPLSLKVOiF_lWUL34Ow|Z257mhdYYnOIdi-s6c-NIA
89,57,94,2,vSF3BRL_28RczBIHXJUTfg|hqXEIbAt-4bYKoDbXWFiBw
64,90,66,2,n_sGrE0fWxN-bnXGvh2j9A|v7a5c2bNcL8jz_znXkKNww
55,57,97,2,cEBZedAeceebuOoHS96RVg|4CazIKqqZfgOv-zSWE4YHg
33,90,43,2,hr2NJBX08LesSv-f80tejw|lAAg6RXp0chDNvrAe4KKJQ
6,72,110,2,HosFGRQSBCdAPSMCojaPCQ|lJGE2v4S6gV4dIlw3E8ydw
7,45,75,2,RI33oswGDkIsc0fuQ8GzjA|9AE75wIWF9XiV23NBpHyVA
50,118,46,2,UQq4cdhjof93tuRyDm9-SQ|bHV7pT22kYrsr2M_d8Y10w
50,55,87,2,uzOpOqMSuhE3ha3MXFv35Q|TP9cWd0vRUZtXCbyts3b6g
80,33,124,2,9E8ou8QWn0RLJGutQZ3EEw|YiEBSn8VWhnj79igNkShQw
97,7,117,2,zwTmOj4B_OVPMTMYijQiKg|z3RdarkVy7JIwIICn-eT9A
20,13,3,2,NOxVsMc1YihswRKJNphhfA|IGvGhHWQ1zDD9_QvAUWJkA
90,97,124,2,egtZ6tRJV-MtSsjQESTM-w|7we6aFgMlWGPxo9Buh833g
44,112,61,2,YJ4jzBFJU2EJhM-zatdLRQ|nOuYFVtC-I1-dPOToQqB7A
26,71,110,2,IHcwZXi-0x3dUDH7R8YA5Q|1Awh7492DyAGcu_g06rpfA
71,114,106,2,ApzXqqb6ESYvn0EoKUIlrA|4ZKAGQ2U8M4mtONcAg42cQ
31,33,87,2,vMlxQDOMPZOXJ_LqAHJUnA|DhPjiFXLtWjbrD5JkNXMxw
97,125,101,2,cj3oOXQU0nOoNQGPNMoiKw|G8H9rB9EW4TtzPGJvjZA0Q
97,70,117,2,w3giBYDmPWWnsNq5Sr2KQA|_5vE7CRfcUPHLIDixqtrMg
55,125,35,2,On1Rn1cH3WbbsAWoQjKOlA|Ku-7W8Swzph1y6TLTq266A
14,104,18,2,RtjoK2FWLm6ZpFBADbtQmQ|Q4NmqOOn2ZhzgxtcTJXh3g
67,2,62,2,0GlkL3Tl6h2PKkv47DlkGw|rXhR21ZaJushr5Hg9au6qA
53,50,115,2,H0jV08DBQP9VpLTz9-lWiA|CkUXsSxdQXA1bwxOwrnwqw
123,30,53,2,WnoQ9OrQA2BCye8EeudsFw|u706KJdyx6MuAjlt8e0RNA
78,120,32,2,cYnKgRTfDGS0Z3oupc30NQ|2EDFZFFdE3p-ZD7-loI02A
46,26,28,2,Aw_rzky9g7vCQX0m9z6aTQ|rY3bChlXDbRYKKHmGdLLeA
36,49,97,2,0-PClaUWGphUvuTH8wQ51w|pYyShHmDznH4b67OTuMmWA
96,64,55,2,f4QfFFh9k2qE1rvtEJumqg|0G4RIJw89Bj4FT7IWYnZ7A
57,1,90,2,Bawf-t1gcb4TAxS4NRSqhg|XhdTyY6JKMFj29PEJx-zfw
6,29,37,2,_50ktyxuUnfkRcDBELZpvg|ge0f6V1GN4nhPq0qGHozVw
72,29,124,2,XwYto9SO62BfzpC4ZRCFSg|pvy9pj_kCKNBX5sdn-YlnA
5,5,39,2,n4Pp7sm5bcjFduHVZ4TrSA|dJVgnvkMbNQTdqH8svJskA
123,90,72,2,Hr8XCyr-k7TNo7veOZrpwA|SjqQq0vHnrwPE1YEj_UJiA
77,125,119,2,ZMG5HvhSOMQhMdJ4dnybvg|qHXv-os4wfrfSPxGPgj2vg
82,89,11,2,oHjm7L7sLlkmYIG3urmgvg|J8s8Adh1-S4Ns4gHU7V8Cw
53,103,110,2,anJs_LA4ikvlyWPxNypI6Q|BGWF8V14C-xZ4CitQ0r93g
66,54,94,2,RMRsH0kAMrin3R2zYWYEaQ|N915jyMIpD-9SlU3EURSZQ
119,51,28,2,Ym2ojVIvyB2VYcJwvL6zBQ|PQaHCaL-EUtWmTiejAQ30Q
99,40,95,2,lPOS2nfG4TuOFQmBEOiNwQ|L-43PIGGgYV6BoK-GaW4Vw
29,75,11,2,ZNxK_B-kKsRuleyu1oCqfA|zMuPRyBwg5WjrZ9H33BupQ
84,66,88,2,mprtNLSD_AQ7pTb1vzbSdw|fk9aSiI6CBpPC_kIQf6iyg
30,7,106,2,7uUiLVWZ1q8zb8q6voeCBQ|tju5-hhym7bAyxJsAFZoFg
107,55,59,2,YgYr-illn0dUtSJxShQ6cA|17SJHQPVe32vOb3-6OCtyw
126,108,4,2,s5wxHX-OEUctxVxgwTbvpw|3DFJuwPDIPbEUwA6Tp9E6Q
72,77,75,2,Z82325CaQx4UP9eOzMvYTg|H8hpcfFAMBAs4MSgYl_AZg
57,9,118,2,392AzL7X_Cmm-VtfOTjpeQ|VDJrE9enDtjbzhr6vCRI1Q
59,7,59,2,M2s9Jby44P-PdYJMl9XoGw|ZE4c80CxlXz84elVto2YFA
123,9,4,2,m5qVHgj6qnE4tb6M3eI4gQ|m44H1_CBLtR2FZDApiCmuQ
112,76,117,2,Ty3w8cNBGXLMMpx_t9KUAg|Z6B7F-9Jn7OqTRYpcyhOvA
72,72,4,2,cGHnqrUiSMW8aMJ9mg8e1g|xZ8xX5epDVMqD6mklwtP3g
88,49,105,2,CNtY3gJBTSQm53Ur6RARKw|oqQNpDW3yy_LoHj0zNqCUw
18,71,104,2,s515mv2trPAapuc4-vmGBg|xwyRa1tu9V3_JGHMiCg8Og
30,72,43,2,5yeL75bFLZlGB6dUfwCIQw|cdoWqdOxg8YIAlLL6Ab8_Q
95,122,23,2,uH-UGDPTsaskyU33ElEqrw|jOaJ4PFGhGiM8fhuYcYFRg
33,64,57,2,kmjXUagfPL_QoRMEv6k8EQ|TVau2OxtX8rVe2As-I9Rgw
116,38,44,2,NvaHGU03m-hvXIGScPe6WQ|d9T1Jgf4N2vY3dcMlnCgeA
108,81,14,2,hLHHVXHXpFeNIN0kJc_9aw|5f73GdzwbPgLDO31SuNpsg
115,30,13,2,j4xvLeuV5zV8Wj1u4Qrkng|0KNskvMPP0A8XLPF-ORRGQ
98,4,11,2,BsRbHnmuO1dUfrbtxpxdIg|4tkX2rV18coNCEcmfaa_LQ
93,110,47,2,0849zk38d4Q5Pl9ILwsrQg|oLvV8WLyIKaO9HFMf_cYfg
108,108,68,2,P9T7y79cIzfF5QqUGpcp2Q|UKl4bMUSwOJj_HhkmvL3pQ
78,71,43,2,PkwYdhFuoL58waqvTgqTJw|vdG1rGWbpVyTrFmCQomdnw
61,30,118,2,7jyJmzz5hT5SdoZD0vzrxQ|2rClc7qIZIkQhnhhC7xf2g
92,68,73,2,H_UaFz1px6JtfxYxl6k4ew|d-s07Q3CxJQDf0rHI1-8kw
63,102,66,2,zNkhVjtKP80xmD7lE9w1sw|EW6q6-Drx7tCDU1XX7Z5hA
111,71,70,2,0q8CANAu7gsPaN-yj4TwoQ|1-T9uGl8ET1G_CCO1CJxuA
26,7,106,2,QR2u9UbYLQAhvPVl_BZ-4w|uRQVApkAf3ZA8c76kq1liQ
110,79,56,2,8S_Vpr1kIPnP3yynZb79dw|i8HEz6GekMb7hRukPBC-nA
0,32,113,2,QHOim2XPDxt_752IDXvmrA|RpiYZ9IMI95-ytpxgS1ChQ
49,100,10,2,XlziGSEUeYaBfXmxRmAFiA|Bu9x6JH0H_b7_R_X53glOw
59,71,89,2,v7KzbLoHo9zC2xRpWEEp0A|6NFvGq32BE7QFCpdpLpogg
103,53,118,2,s0rQ0KsYAC_VBMRrXC-vnw|NUOATs5NHySPqGj39oaN1g
74,125,112,2,KlylNgeREG9_aPt84lbgSg|kc0svYwuqj6ub1IcKX4bxA
121,57,124,2,ql50RNzWQK1gp2GrxvycEQ|7lAFIfZvj-LLse-M9z24_w
102,29,95,2,EVkUOkQgnhPzuvfmAZh0rQ|i1A9_CvPb0SZ_5nTddCEgA
118,85,66,2,xWROwNKAviXeh7vjxe9D8A|3k0ZC1hc2WifKyKDwpYmeg
120,55,30,2,_ue6jZ0RCen2FZk045GvbA|ox3tHL6pYBqCFbVuFjYoLA
49,7,10,2,Hbx4IC5QJ77Or9n5rDNevQ|gDQxNJCOsHbRTdSWu1w2mA
35,24,53,2,zJFmjlqNhsgvv27StpGXWQ|25yytze_cYngrrK9Tm-q4A
5,102,67,2,W6MhCKlOH0TlonkEH4kfMw|fpe3-wM1ou1p2gNJuzgTSw
97,88,95,2,9RmCMNxgGe7vX5MYF_TM4Q|pbrxNztUAp8M5zoQplPVTA
125,126,113,2,dDMrqqGS2YGEWFKdnDoS7Q|rZre3HdC3fDO93pkvjpw8g
88,33,44,2,4mWzXhD8vo0bABVCGAhlqA|Nj4C5CQY0IfGZLfaJbosrg
50,22,110,2,zM0ifefqIVZfXdosj-ltPQ|0TAkS6vEkkHI8lrF-GBR3w
32,33,95,2,fwIhAbiaJBuJnt90mZSTBA|hgS1bTe7QtWYSyoMRKfs4g
73,29,23,2,a9tI3YQyIXHqt0c1AxaSbA|t3PkHzVTvPA8qRxKe9TIkQ
97,43,75,2,G9LZoNlCfRH941q87_JLIg|wjGV_sRxlhLKgvOBA8PhYQ
44,2,11,2,KCPh5jiDTcGuZzBWiJBfKw|9PghQGeUt-PrxC6t9BQdDA
92,122,118,2,ljEVadfTs8G9XvNKYwvXYg|u3mcqz7jsco--HBq4qgT6w
110,91,92,2,6D_ZBVcUPje3IyVg1n_Edw|UVmCG_oK5adzgJdC9VhgNw
76,7,91,2,Nno-n37B-D12kTZNp4IMyA|x0ayUcOU96eB24qcu94nGQ
